leftV1,rightV1,compass_dataX,compass_dataY,compass_dataZ,gyro_dataX,gyro_dataY,gyro_dataZ,lidar_F_data,lidar_R_data,positionX,positionY,positionZ,angleX,angleY,angleZ,angleangle,velocityX,velocityY,velocityZ,gyro2_dataX,gyro2_dataY,gyro2_dataZ
0,0,0.932095065222115,1.10270107883671e-05,4.58747432130873e-07,-0.0685365479382713,0.000470321681719057,-0.0109899451193008,2021.17881010884,1985.05162665517,2.29184165398913e-06,0.288015009802639,-1.78659056520453e-06,-0.987185973740942,0.00651813249634946,-0.15944079527495,6.95546721508353e-05,0.00237060754158331,0.00906013438934163,-0.00210869119417409,-0.0718801061327085,0.000439127679489743,-0.0116032188440902
0,0,0.942205420443932,3.61217301145637e-05,8.2981825038829e-07,-0.112313195037398,0.000331342228563545,-0.0235383118190039,2110.28555954034,1900.34772344751,7.93952382840165e-06,0.288026034790013,-5.6376915808648e-06,-0.981916172490056,0.00415991058543045,-0.189270508390503,0.000188300105069417,0.00578243393715689,0.0178814147431833,-0.0043969924085991,-0.113780471951609,0.000319396712365265,-0.0229206176193153
0.01001001001001,0.01001001001001,0.994645965154194,6.59493625900286e-05,6.18801328832034e-07,-0.142888816498203,-7.56463125408418e-05,-0.0361501657441962,1988.17477380458,1885.60893133413,1.71817743809907e-05,0.288041741807283,-1.12240282153092e-05,-0.976969704012923,0.00208709341769727,-0.213367854846897,0.000342456650780115,0.00941424722783831,0.024536337986813,-0.00629048758827748,-0.153457089802049,-6.42169024070117e-05,-0.037026150111748
0.02002002002002,0.02002002002002,0.980252307528722,0.000111663058108559,1.46931119427128e-07,-0.169947357520241,-0.000648225481801161,-0.0525615230535559,1956.32703038271,1693.25060167656,2.99396652717375e-05,0.288060712676106,-1.81386755013641e-05,-0.971967922135144,0.000221595072508533,-0.235113396547102,0.000519425047480553,0.0129536469663425,0.0290166292638238,-0.00771742927495741,-0.148828921862604,-0.000616543360215491,-0.0519680525703302
0.03003003003003,0.03003003003003,0.964452399986353,0.00019621592518681,-1.04730702750013e-06,-0.17848306077665,-0.00114684067538739,-0.0480580543550557,2001.08884853916,1902.7902276227,4.59978368576091e-05,0.28808168483787,-2.60371098914358e-05,0.966717788371013,0.00150078946142926,0.255840702934559,-0.000709330293748257,0.0162687578605015,0.0316411138307444,-0.00875290196433734,-0.174817618549457,-0.0012466864369804,-0.0590249799215443
0.04004004004004,0.04004004004004,0.942750830416272,0.000276168866339035,-2.76601954978555e-06,-0.196824035040348,-0.00179375323666263,-0.0643207698764506,1928.57639652718,1830.85588192649,6.50727090518987e-05,0.288103590477356,-3.46716242136114e-05,0.961159255303206,0.00311757906618003,0.275976750190576,-0.000905344966332344,0.0192945715442149,0.0327870836459199,-0.00950799907841141,-0.168098341135487,-0.00182156067306781,-0.0664503546604774
0.0500500500500501,0.0500500500500501,1.09569313931022,0.000318663276851216,-4.83958362343156e-06,-0.188840872036267,-0.00231784667053096,-0.0750558818212213,1927.08087022422,1930.88072499405,8.67985577743379e-05,0.28812558977997,-4.38506814612605e-05,0.955131915510962,0.00459619130729912,0.296145064111877,-0.00110229143728837,0.0219563479731088,0.0327743513443548,-0.0100459862339426,-0.192623613845231,-0.00226581399858214,-0.0725768428838837
0.0600600600600601,0.0600600600600601,1.09519228050884,0.000406901915894622,-7.63488805564225e-06,-0.178286402093016,-0.00262880897451531,-0.0839242704205227,1797.5240879967,1835.89332009475,0.000110840899174724,0.288147065954291,-5.34290894876541e-05,0.948533495081907,0.00595374701978972,0.316620848340925,-0.00129637654736862,0.024284675228477,0.0319074343075039,-0.0104195549478928,-0.179415635887316,-0.00261333693194243,-0.0752747710814624
0.0700700700700701,0.0700700700700701,0.982274465428477,0.000531889306647667,-1.00928918221658e-05,-0.171662122557315,-0.003109636356396,-0.0878225631287064,2057.23505041998,1915.80249895921,0.000136907143981596,0.288167530444755,-6.33075327856128e-05,0.941336249946644,0.00722506538017706,0.337392742907493,-0.0014851181669134,0.0263192685860436,0.0303954413145284,-0.0106809614171478,-0.153679791818491,-0.00302192272545599,-0.0977254471823757
0.0800800800800801,0.0800800800800801,1.01663066759957,0.000634901309492913,-1.32159460096882e-05,-0.162969719373001,-0.00304372464339797,-0.0950409819695799,2089.4293218445,1918.55142136713,0.000164721868709561,0.288186582599548,-7.3413431207689e-05,0.933518923095878,0.00843477603391908,0.35842889779588,-0.00166671858750728,0.0280769016014109,0.0283685287623512,-0.0108602709033047,-0.166421293140638,-0.00342961490081554,-0.0968024575562061
0.0900900900900901,0.0900900900900901,0.909122426186581,0.00068715675556621,-1.76248525491825e-05,-0.13599057171845,-0.00359342296979277,-0.0956834981710796,1951.0646937543,1790.08895144807,0.000194027733530828,0.288203923688264,-8.36866061885017e-05,0.925038829627978,0.0096011201377163,0.379751210890239,-0.00183970246893753,0.0295755976376834,0.0259477129869186,-0.0109713802338879,-0.160218290161136,-0.00356607662024041,-0.0948828222706412
0.1001001001001,0.1001001001001,0.932940300214676,0.000804265664752397,-2.14373932190022e-05,-0.122493241990399,-0.00379061841209253,-0.100193154130681,1966.67564999339,1909.09830745883,0.000224581144365699,0.288219355427929,-9.40840366268209e-05,0.915858508078843,0.0107365251760297,0.401357596423365,-0.00200310338155056,0.0308291081255727,0.0232646289725082,-0.0110339515660082,-0.13033612246702,-0.00395129722527199,-0.111172388901284
0.11011011011011,0.11011011011011,0.983568025888738,0.000877462499101714,-2.25718062240892e-05,-0.126218055344119,-0.00284908364189537,-0.106704461495889,1929.67231488955,1926.11242832552,0.000256107446941154,0.288232477188429,-0.000104319363937337,0.90628892972433,0.0114534328990907,0.422503484877882,-0.00215993059125429,0.0318541929501666,0.0203766053878818,-0.0108257734790726,-0.122618134695472,-0.00320600975213623,-0.111351931343117
0.12012012012012,0.12012012012012,1.08057737197091,0.000956672289183786,-2.47218271449477e-05,-0.115938398100795,-0.00315451030486561,-0.112473612779308,2026.47729127762,1984.67552669079,0.000288413457055188,0.288243003049156,-0.000114049014818159,0.896653576925007,0.0120190711667989,0.442569661088375,-0.00231309421198013,0.032656422289094,0.0174009422843578,-0.0102900003026641,-0.114009600841029,-0.00310089779297912,-0.108707482454709
0.13013013013013,0.13013013013013,0.9928471249255,0.00112433607556933,-2.90423675303057e-05,-0.103448362500481,-0.00303887684107068,-0.112809977409859,1993.33785808808,1914.10903598142,0.000321271824605442,0.288250989211388,-0.000123163037644744,0.886951869888093,0.0125376435462653,0.461691659006659,-0.00246171591553019,0.0332174734408787,0.0144399064344527,-0.00964075250749828,-0.094093152913028,-0.00287471859954724,-0.109363931799398
0.14014014014014,0.14014014014014,1.06354513197552,0.00130955866955393,-3.29701894011734e-05,-0.0998210129511422,-0.00314601600208266,-0.113243039604915,2095.01314943725,1921.03646870019,0.000354452454456746,0.288256501205167,-0.000131625896617922,0.877193961349806,0.0130297129098422,0.479959353229961,-0.00260516018968993,0.0335437627158058,0.011519125260626,-0.00895376455667744,-0.0962453761849105,-0.0031776783698594,-0.105680853136042
0.15015015015015,0.15015015015015,0.989030571586668,0.00148866254353448,-3.4935814649739e-05,-0.0832852448070321,-0.00272966695693363,-0.121739919952361,1867.26152725966,1788.70763471361,0.000387732806610937,0.288259635518884,-0.00013942198055604,0.867386737862313,0.0134978538730718,0.497451560376884,-0.00274281861910872,0.0336451086091538,0.00867232591897545,-0.00824918608072561,-0.096200135389941,-0.00302439398865051,-0.108154756061074
0.16016016016016,0.16016016016016,1.04040426590088,0.00148004374659487,-4.04614145078119e-05,-0.089347286151888,-0.00286726878224728,-0.109670617109897,2058.25816822874,1894.06251837098,0.000420898919088582,0.288260521135582,-0.000146540733624717,0.857531954060038,0.0139411179436174,0.514241765122647,-0.00287409559671714,0.0335306875899212,0.00593351473769985,-0.00753219841406296,-0.0913299013154583,-0.00296095270566399,-0.103923649921765
0.17017017017017,0.17017017017017,0.982658576108732,0.00164672325308922,-3.90949823377398e-05,-0.0787725361981348,-0.00278460602113724,-0.107264440692526,1951.14478708405,1846.32897043087,0.000453745481366357,0.28825931583828,-0.000152973105994172,0.847626263044833,0.0143583189345689,0.530399431442027,-0.00299841583481654,0.0332093187431121,0.00333315059227516,-0.00680444828203477,-0.0766563941208414,-0.00298445603345695,-0.110575017535813
0.18018018018018,0.18018018018018,0.964072512928404,0.00168559833167986,-4.51481917646087e-05,-0.0690135970304076,-0.00261703752747692,-0.106358859410096,2098.5470448245,1726.15077525209,0.000486076199879606,0.288256201362443,-0.000158710929773646,0.837661667932695,0.0147486620836852,0.545990299403713,-0.00311523373474691,0.0326900796400093,0.000897164761527129,-0.00606698703822366,-0.0673531748856249,-0.00267091874428859,-0.1126222782677
0.19019019019019,0.19019019019019,1.0752537926401,0.00193653585367895,-4.8326239026855e-05,-0.0642319514059736,-0.0026479504938507,-0.12097013689565,1983.07013353648,1928.78240298342,0.00051770441165456,0.288251378369706,-0.000163747000960307,0.827626057509915,0.0151117430776398,0.561076415608204,-0.00322404203352565,0.0319826441914221,-0.00135321876034113,-0.00532097651204821,-0.0681439332952603,-0.00269254247145901,-0.111260264252912
0.2002002002002,0.2002002002002,0.951174214385954,0.00184968560515,-5.06886267192374e-05,-0.0497247102913828,-0.00255598467859816,-0.10668285551457,1985.24273340094,1865.62293251356,0.000548453791659864,0.288245061502355,-0.000168075298291326,0.81750372098588,0.0154474216084653,0.575716113496827,-0.00332437939293786,0.0310974014881284,-0.00340143394497833,-0.00456782319078234,-0.0500792538238244,-0.00262488934669287,-0.10118113478323
0.21021021021021,0.21021021021021,1.05051018653002,0.00211767150207643,-5.4176212131317e-05,-0.0383931740542163,-0.00242535204004869,-0.102065475596081,1812.91829620028,1727.67335137614,0.000578159056407972,0.288237474620781,-0.00017169119766177,0.807275807984145,0.0157556929430179,0.589964005667661,-0.00341583691274263,0.0300454583840902,-0.00523542805785397,-0.00380917041458509,-0.0357470409665454,-0.00230220111295512,-0.108144999780315
